Code,date,last price,max,min,avg price,percent,quantity,revenue in best denars,total revenue in denars
MPT,21.11.2023,"63,500.00","64,000.00","63,500.00","63,750.00","0,39",2,"127,500.00","127,500.00"
MPT,20.11.2023,"63,500.00","63,500.00","63,500.00","63,500.00","0,00",4,"254,000.00","254,000.00"
MPT,17.11.2023,"63,500.00","63,500.00","63,500.00","63,500.00","0,79",16,"1,016,000.00","1,016,000.00"
MPT,16.11.2023,"63,010.00","63,010.00","63,000.00","63,001.11","0,59",9,"567,010.00","567,010.00"
MPT,15.11.2023,"62,701.00","62,701.00","62,600.00","62,633.67","-0,76",3,"187,901.00","187,901.00"
MPT,14.11.2023,"63,000.00","63,500.00","63,000.00","63,114.00","-0,58",16,"1,009,824.00","1,009,824.00"
MPT,13.11.2023,"63,500.00","63,500.00","63,200.00","63,485.00","-0,80",20,"1,269,700.00","1,269,700.00"
MPT,10.11.2023,"64,000.00","64,000.00","64,000.00","64,000.00","1,01",2,"128,000.00","128,000.00"
MPT,09.11.2023,"64,000.00","64,000.00","63,000.00","63,362.79","0,38",14,"887,079.00","887,079.00"
MPT,08.11.2023,"63,121.00","63,121.00","63,121.00","63,121.00","-1,37",3,"189,363.00","189,363.00"
MPT,03.11.2023,"64,000.00","64,000.00","64,000.00","64,000.00","0,00",9,"576,000.00","576,000.00"
MPT,02.11.2023,"64,000.00","64,000.00","64,000.00","64,000.00","0,00",35,"2,240,000.00","2,240,000.00"
MPT,01.11.2023,"64,000.00","64,000.00","64,000.00","64,000.00","-0,04",19,"1,216,000.00","1,216,000.00"
MPT,31.10.2023,"64,500.00","64,500.00","64,000.00","64,028.57","0,02",35,"2,241,000.00","2,241,000.00"
MPT,30.10.2023,"64,000.00","64,111.00","64,000.00","64,013.88","-0,50",8,"512,111.00","512,111.00"
MPT,27.10.2023,"64,200.00","65,000.00","64,020.00","64,335.56","-1,02",9,"579,020.00","579,020.00"
MPT,26.10.2023,"65,000.00","65,000.00","65,000.00","65,000.00","0,00",10,"650,000.00","650,000.00"
MPT,25.10.2023,"65,000.00","65,000.00","65,000.00","65,000.00","-2,99",1,"65,000.00","65,000.00"
MPT,24.10.2023,"67,000.00","67,000.00","67,000.00","67,000.00","-2,83",2,"134,000.00","134,000.00"
MPT,20.10.2023,"68,949.00","68,949.00","68,949.00","68,949.00","1,40",4,"275,796.00","275,796.00"
MPT,13.11.2024,"85,510.00","85,510.00","85,500.00","85,502.50","0,00",4,"342,010.00","342,010.00"
MPT,12.11.2024,"85,500.00","85,501.00","85,500.00","85,500.20","-0,29",25,"2,137,505.00","2,137,505.00"
MPT,11.11.2024,"85,900.00","85,900.00","85,700.00","85,750.00","0,88",4,"343,000.00","343,000.00"
MPT,08.11.2024,"85,001.00","85,001.00","85,001.00","85,001.00","-0,84",10,"850,010.00","850,010.00"
MPT,07.11.2024,"85,700.00","85,750.00","85,700.00","85,725.00","0,34",4,"342,900.00","342,900.00"
MPT,06.11.2024,"85,500.00","85,500.00","85,000.00","85,436.17","-0,07",47,"4,015,500.00","4,015,500.00"
MPT,05.11.2024,"85,499.00","85,500.00","85,499.00","85,499.50","0,00",4,"341,998.00","33,661,998.00"
MPT,04.11.2024,"85,500.00","85,500.00","85,499.00","85,499.91","0,00",11,"940,499.00","940,499.00"
MPT,01.11.2024,"85,500.00","85,500.00","85,500.00","85,500.00","0,59",15,"1,282,500.00","1,282,500.00"
MPT,31.10.2024,"85,000.00","85,000.00","85,000.00","85,000.00","0,57",754,"64,090,000.00","64,090,000.00"
MPT,30.10.2024,"84,401.00","85,000.00","84,401.00","84,521.57","0,03",14,"1,183,302.00","1,183,302.00"
MPT,29.10.2024,"84,500.00","84,501.00","84,500.00","84,500.12","-0,70",8,"676,001.00","676,001.00"
MPT,28.10.2024,"85,500.00","85,500.00","85,000.00","85,100.00","-0,25",5,"425,500.00","425,500.00"
MPT,25.10.2024,"85,500.00","85,500.00","85,000.00","85,313.88","-0,13",59,"5,033,519.00","5,033,519.00"
MPT,24.10.2024,"85,500.00","85,500.00","85,000.00","85,428.57","0,53",7,"598,000.00","598,000.00"
MPT,22.10.2024,"84,500.00","85,000.00","84,500.00","84,979.12","-0,02",24,"2,039,499.00","2,039,499.00"
MPT,18.10.2024,"85,000.00","85,000.00","85,000.00","85,000.00","-0,35",2,"170,000.00","170,000.00"
MPT,17.10.2024,"85,000.00","85,500.00","85,000.00","85,300.24","-0,24",45,"3,838,511.00","3,838,511.00"
MPT,16.10.2024,"85,500.00","85,550.00","85,500.00","85,503.12","-0,57",16,"1,368,050.00","1,368,050.00"
MPT,15.10.2024,"85,990.00","85,990.00","85,990.00","85,990.00","0,11",1,"85,990.00","85,990.00"
MPT,14.10.2024,"85,900.00","85,900.00","85,899.00","85,899.56","0,00",9,"773,096.00","773,096.00"
MPT,10.10.2024,"85,900.00","85,900.00","85,900.00","85,900.00","-0,12",3,"257,700.00","257,700.00"
MPT,07.10.2024,"86,000.00","86,000.00","85,998.00","85,999.93","0,00",105,"9,029,993.00","9,029,993.00"
MPT,04.10.2024,"85,999.00","86,000.00","85,999.00","85,999.33","-0,05",3,"257,998.00","257,998.00"
MPT,03.10.2024,"86,000.00","86,500.00","86,000.00","86,043.63","-0,53",35,"3,011,527.00","3,011,527.00"
MPT,01.10.2024,"86,500.00","86,500.00","86,500.00","86,500.00","-0,46",24,"2,076,000.00","2,076,000.00"
MTUR,30.12.2014,"3,900.00","3,900.00","3,900.00","3,900.00","0,00",200,"780,000.00","780,000.00"
MTUR,29.12.2014,"3,900.00","3,900.00","3,900.00","3,900.00","0,00",200,"780,000.00","780,000.00"
MTUR,26.12.2014,"3,900.00","3,900.00","3,900.00","3,900.00","2,63",100,"390,000.00","390,000.00"
MTUR,24.12.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",26,"98,800.00","98,800.00"
MTUR,22.12.2014,"3,800.00","3,800.00","3,800.00","3,800.00","-0,02",25,"95,000.00","95,000.00"
MTUR,19.12.2014,"3,800.00","3,801.00","3,800.00","3,800.75","2,70",20,"76,015.00","76,015.00"
MTUR,16.12.2014,"3,701.00","3,701.00","3,701.00","3,701.00","0,03",10,"37,010.00","37,010.00"
MTUR,11.12.2014,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",70,"259,000.00","259,000.00"
MTUR,10.12.2014,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",10,"37,000.00","37,000.00"
MTUR,09.12.2014,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",25,"92,500.00","92,500.00"
MTUR,27.11.2014,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",40,"148,000.00","148,000.00"
MTUR,25.11.2014,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",5,"18,500.00","18,500.00"
MTUR,24.11.2014,"3,700.00","3,700.00","3,700.00","3,700.00","-0,27",26,"96,200.00","96,200.00"
MTUR,21.11.2014,"3,710.00","3,710.00","3,710.00","3,710.00","-2,37",50,"185,500.00","185,500.00"
MTUR,14.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",139,"528,200.00","528,200.00"
MTUR,13.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",156,"592,800.00","592,800.00"
MTUR,12.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",20,"76,000.00","76,000.00"
MTUR,11.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",50,"190,000.00","190,000.00"
MTUR,07.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",30,"114,000.00","114,000.00"
MTUR,06.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",360,"1,368,000.00","1,368,000.00"
MTUR,05.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",393,"1,493,400.00","1,493,400.00"
MTUR,04.11.2014,"3,800.00","3,800.00","3,800.00","3,800.00","0,00",30,"114,000.00","114,000.00"
MTUR,31.10.2014,"3,800.00","3,800.00","3,800.00","3,800.00","2,70",20,"76,000.00","76,000.00"
MTUR,30.10.2014,"3,700.00","3,700.00","3,700.00","3,700.00","5,13",38,"140,600.00","140,600.00"
MTUR,27.10.2014,"3,520.00","3,521.00","3,510.00","3,519.45","1,43",110,"387,140.00","387,140.00"
MTUR,14.10.2014,"3,470.00","3,470.00","3,470.00","3,470.00","-0,83",5,"17,350.00","17,350.00"
MTUR,13.10.2014,"3,500.00","3,500.00","3,499.00","3,499.17","2,02",60,"209,950.00","209,950.00"
MTUR,10.10.2014,"3,430.00","3,430.00","3,430.00","3,430.00","0,88",20,"68,600.00","68,600.00"
MTUR,03.10.2014,"3,400.00","3,400.00","3,400.00","3,400.00","3,03",17,"57,800.00","57,800.00"
MTUR,02.10.2014,"3,300.00","3,300.00","3,300.00","3,300.00","0,00",10,"33,000.00","33,000.00"
MTUR,30.9.2014,"3,300.00","3,300.00","3,300.00","3,300.00","0,46",20,"66,000.00","66,000.00"
MTUR,29.9.2014,"3,285.00","3,285.00","3,285.00","3,285.00","0,01",70,"229,950.00","229,950.00"
MTUR,26.9.2014,"3,285.00","3,285.00","3,284.00","3,284.82","2,20",85,"279,210.00","279,210.00"
MTUR,25.9.2014,"3,214.00","3,214.00","3,214.00","3,214.00","-1,11",10,"32,140.00","32,140.00"
MTUR,24.9.2014,"3,250.00","3,250.00","3,250.00","3,250.00","1,47",20,"65,000.00","65,000.00"
MTUR,18.9.2014,"3,203.00","3,203.00","3,203.00","3,203.00","0,03",25,"80,075.00","80,075.00"
MTUR,15.9.2014,"3,202.00","3,202.00","3,202.00","3,202.00","0,00",20,"64,040.00","64,040.00"
MTUR,12.9.2014,"3,202.00","3,202.00","3,202.00","3,202.00","0,69",10,"32,020.00","32,020.00"
MTUR,10.9.2014,"3,180.00","3,180.00","3,180.00","3,180.00","-0,30",10,"31,800.00","31,800.00"
MTUR,01.9.2014,"3,200.00","3,200.00","3,150.00","3,189.70","1,26",200,"637,939.00","637,939.00"
MTUR,29.8.2014,"3,150.00","3,150.00","3,150.00","3,150.00","0,01",68,"214,200.00","214,200.00"
MTUR,26.8.2014,"3,150.00","3,150.00","3,149.00","3,149.67","1,57",258,"812,614.00","812,614.00"
MTUR,25.8.2014,"3,101.00","3,101.00","3,101.00","3,101.00","-0,01",61,"189,161.00","189,161.00"
MTUR,21.8.2014,"3,101.00","3,102.00","3,101.00","3,101.33","0,04",30,"93,040.00","93,040.00"
MTUR,19.8.2014,"3,100.00","3,100.00","3,100.00","3,100.00","0,63",34,"105,400.00","105,400.00"
MTUR,13.8.2014,"3,080.00","3,081.00","3,080.00","3,080.46","-0,66",65,"200,230.00","200,230.00"
MTUR,12.8.2014,"3,101.00","3,101.00","3,101.00","3,101.00","0,03",19,"58,919.00","58,919.00"
MTUR,07.8.2014,"3,100.00","3,100.00","3,100.00","3,100.00","0,00",34,"105,400.00","105,400.00"
MTUR,06.8.2014,"3,100.00","3,100.00","3,100.00","3,100.00","0,00",25,"77,500.00","77,500.00"
MTUR,05.8.2014,"3,100.00","3,100.00","3,100.00","3,100.00","-3,12",46,"142,600.00","142,600.00"
MTUR,30.7.2014,"3,200.00","3,200.00","3,200.00","3,200.00","3,23",210,"672,000.00","672,000.00"
MTUR,29.7.2014,"3,100.00","3,100.00","3,100.00","3,100.00","1,24",100,"310,000.00","310,000.00"
MTUR,25.7.2014,"3,062.00","3,062.00","3,062.00","3,062.00","0,07",25,"76,550.00","76,550.00"
MTUR,18.7.2014,"3,060.00","3,060.00","3,060.00","3,060.00","0,00",289,"884,340.00","884,340.00"
MTUR,17.7.2014,"3,060.00","3,060.00","3,060.00","3,060.00","-0,10",211,"645,660.00","645,660.00"
MTUR,11.7.2014,"3,063.00","3,063.00","3,063.00","3,063.00","0,10",35,"107,205.00","107,205.00"
MTUR,10.7.2014,"3,060.00","3,060.00","3,060.00","3,060.00","-1,29",19,"58,140.00","58,140.00"
MTUR,09.7.2014,"3,100.00","3,100.00","3,100.00","3,100.00","-0,01",41,"127,100.00","127,100.00"
MTUR,08.7.2014,"3,101.00","3,101.00","3,100.00","3,100.29","1,32",140,"434,040.00","434,040.00"
MTUR,02.7.2014,"3,060.00","3,060.00","3,060.00","3,060.00","0,00",70,"214,200.00","214,200.00"
MTUR,30.6.2014,"3,060.00","3,060.00","3,060.00","3,060.00","0,00",473,"1,447,380.00","1,447,380.00"
MTUR,25.6.2014,"3,060.00","3,060.00","3,060.00","3,060.00","0,00",21,"64,260.00","64,260.00"
MTUR,24.6.2014,"3,060.00","3,060.00","3,060.00","3,060.00","0,00",25,"76,500.00","76,500.00"
MTUR,23.6.2014,"3,060.00","3,060.00","3,060.00","3,060.00","0,00",125,"382,500.00","382,500.00"
MTUR,20.6.2014,"3,060.00","3,060.00","3,060.00","3,060.00","0,00",50,"153,000.00","153,000.00"
MTUR,19.6.2014,"3,060.00","3,060.00","3,060.00","3,060.00","-0,65",20,"61,200.00","61,200.00"
MTUR,13.6.2014,"3,080.00","3,080.00","3,080.00","3,080.00","0,65",22,"67,760.00","67,760.00"
MTUR,12.6.2014,"3,060.00","3,060.00","3,060.00","3,060.00","-1,19",20,"61,200.00","61,200.00"
MTUR,11.6.2014,"3,060.00","3,100.00","3,060.00","3,096.92","0,55",65,"201,300.00","201,300.00"
MTUR,10.6.2014,"3,080.00","3,080.00","3,080.00","3,080.00","0,00",231,"711,480.00","711,480.00"
MTUR,04.6.2014,"3,080.00","3,080.00","3,080.00","3,080.00","-0,65",10,"30,800.00","30,800.00"
MTUR,02.6.2014,"3,100.00","3,100.00","3,100.00","3,100.00","1,11",61,"189,100.00","189,100.00"
MTUR,29.5.2014,"3,066.00","3,066.00","3,066.00","3,066.00","-2,97",30,"91,980.00","91,980.00"
MTUR,14.5.2014,"3,160.00","3,160.00","3,160.00","3,160.00","-1,25",291,"919,560.00","919,560.00"
MTUR,13.5.2014,"3,200.00","3,200.00","3,200.00","3,200.00","-1,54",200,"640,000.00","640,000.00"
MTUR,06.5.2014,"3,250.00","3,250.00","3,250.00","3,250.00","0,00",65,"211,250.00","211,250.00"
MTUR,05.5.2014,"3,250.00","3,250.00","3,250.00","3,250.00","0,00",12,"39,000.00","39,000.00"
MTUR,30.4.2014,"3,250.00","3,250.00","3,250.00","3,250.00","-3,70",129,"419,250.00","419,250.00"
MTUR,23.4.2014,"3,350.00","3,450.00","3,350.00","3,375.00","-2,15",80,"270,000.00","270,000.00"
MTUR,22.4.2014,"3,450.00","3,450.00","3,445.00","3,449.22","-0,02",200,"689,845.00","689,845.00"
MTUR,30.12.2015,"3,850.00","3,850.00","3,850.00","3,850.00","0,00",10,"38,500.00","38,500.00"
MTUR,29.12.2015,"3,850.00","3,850.00","3,850.00","3,850.00","2,67",31,"119,350.00","119,350.00"
MTUR,24.12.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,00",5,"18,750.00","18,750.00"
MTUR,22.12.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,12",10,"37,500.00","37,500.00"
MTUR,21.12.2015,"3,700.00","3,750.00","3,700.00","3,745.45","-0,12",55,"206,000.00","206,000.00"
MTUR,18.12.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,00",4.275,"16,031,250.00","16,031,250.00"
MTUR,17.12.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,67",2,"7,500.00","7,500.00"
MTUR,16.12.2015,"3,725.00","3,725.00","3,725.00","3,725.00","0,00",70,"260,750.00","260,750.00"
MTUR,15.12.2015,"3,725.00","3,725.00","3,725.00","3,725.00","0,68",80,"298,000.00","298,000.00"
MTUR,14.12.2015,"3,700.00","3,700.00","3,700.00","3,700.00","1,83",10,"37,000.00","37,000.00"
MTUR,11.12.2015,"3,700.00","3,700.00","3,600.00","3,633.33","-1,80",15,"54,500.00","54,500.00"
MTUR,10.12.2015,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",252,"932,400.00","932,400.00"
MTUR,07.12.2015,"3,700.00","3,700.00","3,700.00","3,700.00","-1,28",2,"7,400.00","7,400.00"
MTUR,24.11.2015,"3,748.00","3,748.00","3,748.00","3,748.00","1,33",2,"7,496.00","7,496.00"
MTUR,20.11.2015,"3,700.00","3,700.00","3,690.00","3,698.89","2,75",180,"665,800.00","665,800.00"
MTUR,18.11.2015,"3,600.00","3,600.00","3,600.00","3,600.00","0,00",5,"18,000.00","18,000.00"
MTUR,16.11.2015,"3,600.00","3,600.00","3,600.00","3,600.00","-2,70",10,"36,000.00","36,000.00"
MTUR,10.11.2015,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",50,"185,000.00","185,000.00"
MTUR,06.11.2015,"3,700.00","3,700.00","3,700.00","3,700.00","-0,94",20,"74,000.00","74,000.00"
MTUR,04.11.2015,"3,701.00","3,748.00","3,701.00","3,734.94","0,92",72,"268,916.00","268,916.00"
MTUR,03.11.2015,"3,701.00","3,701.00","3,701.00","3,701.00","0,00",10,"37,010.00","37,010.00"
MTUR,30.10.2015,"3,701.00","3,701.00","3,701.00","3,701.00","-1,31",10,"37,010.00","37,010.00"
MTUR,29.10.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,00",50,"187,500.00","187,500.00"
MTUR,26.10.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,00",10,"37,500.00","37,500.00"
MTUR,21.10.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,01",40,"150,000.00","150,000.00"
MTUR,20.10.2015,"3,706.00","3,770.00","3,706.00","3,749.45","-0,01",55,"206,220.00","206,220.00"
MTUR,19.10.2015,"3,750.00","3,750.00","3,750.00","3,750.00","0,00",35,"131,250.00","131,250.00"
MTUR,16.10.2015,"3,750.00","3,750.00","3,750.00","3,750.00","-0,53",10,"37,500.00","37,500.00"
MTUR,15.10.2015,"3,770.00","3,770.00","3,770.00","3,770.00","-0,74",55,"207,350.00","207,350.00"
MTUR,14.10.2015,"3,798.00","3,798.00","3,798.00","3,798.00","0,85",45,"170,910.00","170,910.00"
MTUR,13.10.2015,"3,750.00","3,798.00","3,750.00","3,766.00","1,78",30,"112,980.00","112,980.00"
MTUR,07.10.2015,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",200,"740,000.00","740,000.00"
MTUR,06.10.2015,"3,700.00","3,700.00","3,700.00","3,700.00","-2,49",10,"37,000.00","37,000.00"
MTUR,02.10.2015,"3,751.00","3,800.00","3,751.00","3,794.37","1,18",87,"330,110.00","330,110.00"
MTUR,30.9.2015,"3,750.00","3,750.00","3,750.00","3,750.00","1,35",82,"307,500.00","307,500.00"
MTUR,28.9.2015,"3,700.00","3,700.00","3,700.00","3,700.00","0,00",150,"555,000.00","555,000.00"
MTUR,24.9.2015,"3,700.00","3,700.00","3,700.00","3,700.00","0,54",20,"74,000.00","74,000.00"
MTUR,23.9.2015,"3,680.00","3,680.00","3,680.00","3,680.00","0,00",50,"184,000.00","184,000.00"
MTUR,27.12.2016,"3,700.00","3,700.00","3,690.00","3,698.75","-0,01",80,"295,900.00","295,900.00"
MTUR,26.12.2016,"3,699.00","3,699.00","3,699.00","3,699.00","0,60",45,"166,455.00","166,455.00"
MTUR,16.12.2016,"3,677.00","3,677.00","3,677.00","3,677.00","-2,98",57,"209,589.00","209,589.00"
MTUR,14.12.2016,"3,790.00","3,790.00","3,789.00","3,789.80","-0,01",50,"189,490.00","189,490.00"
MTUR,29.11.2016,"3,790.00","3,790.00","3,790.00","3,790.00","-1,56",20,"75,800.00","75,800.00"
MTUR,24.11.2016,"3,850.00","3,850.00","3,850.00","3,850.00","-1,62",75,"288,750.00","288,750.00"
MTUR,22.11.2016,"3,913.00","3,914.00","3,913.00","3,913.59","2,99",300,"1,174,076.00","1,174,076.00"
MTUR,18.11.2016,"3,800.00","3,800.00","3,800.00","3,800.00","2,70",400,"1,520,000.00","1,520,000.00"
MTUR,17.11.2016,"3,700.00","3,700.00","3,700.00","3,700.00","2,78",16,"59,200.00","59,200.00"
MTUR,16.11.2016,"3,600.00","3,600.00","3,600.00","3,600.00","3,48",150,"540,000.00","540,000.00"
MTUR,28.12.2017,"4,100.00","4,100.00","4,099.00","4,099.26","2,48",116,"475,514.00","475,514.00"
MTUR,26.12.2017,"4,000.00","4,000.00","4,000.00","4,000.00","0,00",5,"20,000.00","20,000.00"
MTUR,25.12.2017,"4,000.00","4,000.00","4,000.00","4,000.00","-2,44",17,"68,000.00","68,000.00"
MTUR,13.12.2017,"4,100.00","4,100.00","4,100.00","4,100.00","0,00",140,"574,000.00","574,000.00"
MTUR,05.12.2017,"4,100.00","4,100.00","4,100.00","4,100.00","-2,38",8,"32,800.00","32,800.00"
MTUR,01.12.2017,"4,200.00","4,200.00","4,200.00","4,200.00","-1,18",140,"588,000.00","588,000.00"
MTUR,28.11.2017,"4,250.00","4,250.00","4,250.00","4,250.00","0,00",5,"21,250.00","21,250.00"
MTUR,23.11.2017,"4,250.00","4,250.00","4,250.00","4,250.00","0,62",50,"212,500.00","212,500.00"
MTUR,21.11.2017,"4,224.00","4,224.00","4,224.00","4,224.00","3,00",8,"33,792.00","33,792.00"
MTUR,20.11.2017,"4,101.00","4,101.00","4,101.00","4,101.00","-8,87",10,"41,010.00","41,010.00"
MTUR,28.12.2018,"5,000.00","5,000.00","5,000.00","5,000.00","2,04",77,"385,000.00","385,000.00"
MTUR,27.12.2018,"4,900.00","4,900.00","4,900.00","4,900.00","2,08",146,"715,400.00","715,400.00"
MTUR,25.12.2018,"4,800.00","4,800.00","4,800.00","4,800.00","-2,04",13,"62,400.00","62,400.00"
MTUR,18.12.2018,"4,900.00","4,900.00","4,900.00","4,900.00","0,00",137,"671,300.00","671,300.00"
MTUR,17.12.2018,"4,900.00","4,900.00","4,900.00","4,900.00","0,00",35,"171,500.00","171,500.00"
MTUR,14.12.2018,"4,900.00","4,900.00","4,900.00","4,900.00","0,00",175,"857,500.00","857,500.00"
MTUR,12.12.2018,"4,900.00","4,900.00","4,900.00","4,900.00","1,03",215,"1,053,500.00","1,053,500.00"
MTUR,11.12.2018,"4,850.00","4,850.00","4,850.00","4,850.00","0,00",210,"1,018,500.00","1,018,500.00"
MTUR,10.12.2018,"4,850.00","4,850.00","4,850.00","4,850.00","-0,58",150,"727,500.00","727,500.00"
MTUR,07.12.2018,"4,850.00","4,900.00","4,850.00","4,878.30","-0,44",253,"1,234,210.00","1,234,210.00"
MTUR,06.12.2018,"4,900.00","4,900.00","4,900.00","4,900.00","-0,51",102,"499,800.00","499,800.00"
MTUR,05.12.2018,"4,900.00","4,930.00","4,900.00","4,925.16","-1,40",155,"763,400.00","763,400.00"
MTUR,29.11.2018,"4,995.00","4,995.00","4,995.00","4,995.00","2,98",91,"454,545.00","454,545.00"
MTUR,27.11.2018,"4,852.00","4,852.00","4,850.00","4,850.38","0,01",262,"1,270,800.00","1,270,800.00"
MTUR,26.11.2018,"4,850.00","4,850.00","4,850.00","4,850.00","-3,00",210,"1,018,500.00","1,018,500.00"
MTUR,19.11.2018,"5,000.00","5,000.00","5,000.00","5,000.00","0,00",30,"150,000.00","150,000.00"
MTUR,16.11.2018,"5,000.00","5,000.00","5,000.00","5,000.00","0,00",90,"450,000.00","450,000.00"
MTUR,15.11.2018,"5,000.00","5,000.00","5,000.00","5,000.00","-1,03",75,"375,000.00","375,000.00"
MTUR,14.11.2018,"5,260.00","5,260.00","5,000.00","5,052.00","1,04",250,"1,263,000.00","1,263,000.00"
MTUR,13.11.2018,"5,000.00","5,000.00","5,000.00","5,000.00","0,00",200,"1,000,000.00","1,000,000.00"
MTUR,09.11.2018,"5,000.00","5,000.00","5,000.00","5,000.00","-1,91",60,"300,000.00","300,000.00"
MTUR,08.11.2018,"5,299.00","5,299.00","5,050.00","5,097.42","0,02",217,"1,106,140.00","1,106,140.00"
MTUR,07.11.2018,"5,100.00","5,100.00","5,091.00","5,096.54","0,74",260,"1,325,100.00","1,325,100.00"
MTUR,06.11.2018,"5,200.00","5,200.00","5,015.00","5,059.05","-2,15",105,"531,200.00","531,200.00"
MTUR,02.11.2018,"5,170.00","5,170.00","5,170.00","5,170.00","0,00",73,"377,410.00","377,410.00"
MTUR,31.10.2018,"5,170.00","5,170.00","5,170.00","5,170.00","2,89",40,"206,800.00","206,800.00"
MTUR,30.10.2018,"5,025.00","5,025.00","5,025.00","5,025.00","2,97",42,"211,050.00","211,050.00"
MTUR,29.10.2018,"4,880.00","4,880.00","4,880.00","4,880.00","1,43",73,"356,240.00","356,240.00"
MTUR,25.10.2018,"4,811.00","4,811.00","4,811.00","4,811.00","-7,48",100,"481,100.00","481,100.00"
MTUR,22.10.2018,"5,200.00","5,200.00","5,200.00","5,200.00","7,95",80,"416,000.00","416,000.00"
MTUR,19.10.2018,"5,149.00","5,149.00","4,790.00","4,817.17","2,49",90,"433,545.00","433,545.00"
MTUR,17.10.2018,"4,700.00","4,700.00","4,700.00","4,700.00","0,00",40,"188,000.00","188,000.00"
MTUR,12.10.2018,"4,700.00","4,700.00","4,700.00","4,700.00","-1,05",10,"47,000.00","47,000.00"
MTUR,09.10.2018,"4,750.00","4,750.00","4,750.00","4,750.00","7,81",30,"142,500.00","142,500.00"
MTUR,08.10.2018,"4,406.00","4,406.00","4,406.00","4,406.00","-2,43",60,"264,360.00","264,360.00"
MTUR,05.10.2018,"4,500.00","4,601.00","4,500.00","4,515.74","-5,92",725,"3,273,910.00","3,273,910.00"
MTUR,03.10.2018,"4,800.00","4,800.00","4,800.00","4,800.00","-1,55",380,"1,824,000.00","1,824,000.00"
MTUR,28.9.2018,"5,000.00","5,000.00","4,800.00","4,875.67","3,46",221,"1,077,524.00","1,077,524.00"
MTUR,26.9.2018,"4,701.00","4,800.00","4,701.00","4,712.65","-1,82",170,"801,150.00","801,150.00"
MTUR,25.9.2018,"4,800.00","4,800.00","4,800.00","4,800.00","0,00",50,"240,000.00","240,000.00"
MTUR,24.9.2018,"4,800.00","4,800.00","4,800.00","4,800.00","0,00",27,"129,600.00","129,600.00"
MTUR,18.9.2018,"4,800.00","4,800.00","4,800.00","4,800.00","0,06",270,"1,296,000.00","1,296,000.00"
MTUR,17.9.2018,"4,799.00","4,799.00","4,795.00","4,797.03","2,06",214,"1,026,565.00","1,026,565.00"
MTUR,14.9.2018,"4,700.00","4,700.00","4,700.00","4,700.00","-1,04",50,"235,000.00","235,000.00"
MTUR,12.9.2018,"4,750.00","4,750.00","4,747.00","4,749.35","1,05",200,"949,870.00","949,870.00"
MTUR,06.9.2018,"4,700.00","4,700.00","4,700.00","4,700.00","0,00",52,"244,400.00","244,400.00"
MTUR,04.9.2018,"4,700.00","4,700.00","4,700.00","4,700.00","-0,14",42,"197,400.00","197,400.00"
MTUR,03.9.2018,"4,799.00","4,799.00","4,700.00","4,706.60","0,10",75,"352,995.00","352,995.00"
MTUR,31.8.2018,"4,701.00","4,702.00","4,701.00","4,701.87","-0,89",230,"1,081,430.00","1,081,430.00"
MTUR,29.8.2018,"4,744.00","4,744.00","4,744.00","4,744.00","0,94",30,"142,320.00","142,320.00"
MTUR,23.8.2018,"4,700.00","4,700.00","4,700.00","4,700.00","0,50",156,"733,200.00","733,200.00"
MTUR,22.8.2018,"4,700.00","4,700.00","4,600.00","4,676.39","1,66",108,"505,050.00","505,050.00"
MTUR,17.8.2018,"4,600.00","4,600.00","4,600.00","4,600.00","-1,08",110,"506,000.00","506,000.00"
MTUR,16.8.2018,"4,650.00","4,651.00","4,650.00","4,650.27","-1,06",110,"511,530.00","511,530.00"
MTUR,15.8.2018,"4,700.00","4,700.00","4,700.00","4,700.00","0,01",100,"470,000.00","470,000.00"
MTUR,14.8.2018,"4,700.00","4,700.00","4,699.00","4,699.59","0,00",17,"79,893.00","79,893.00"
MTUR,13.8.2018,"4,700.00","4,700.00","4,699.00","4,699.75","-0,01",40,"187,990.00","187,990.00"
