Code,date,last price,max,min,avg price,percent,quantity,revenue in best denars,total revenue in denars
ADIN,22.12.2014,357.00,357.00,357.00,357.00,"-12,93",100,"35,700.00","35,700.00"
ADIN,05.12.2014,410.00,410.00,410.00,410.00,"0,24",683,"280,030.00","280,030.00"
ADIN,04.12.2014,409.00,409.00,409.00,409.00,"-9,11",100,"40,900.00","40,900.00"
ADIN,02.12.2014,450.00,450.00,450.00,450.00,"47,54",180,"81,000.00","81,000.00"
ADIN,13.11.2014,305.00,305.00,305.00,305.00,"22,00",581,"177,205.00","177,205.00"
ADIN,10.9.2014,250.00,250.00,250.00,250.00,"2,88",100,"25,000.00","25,000.00"
ADIN,26.8.2014,243.00,0.00,0.00,243.00,"0,00",0,0.00,"1,700,000.00"
ADIN,13.8.2014,243.00,243.00,243.00,243.00,"-2,80",500,"121,500.00","121,500.00"
ADIN,23.5.2014,250.00,250.00,250.00,250.00,"0,00",471,"117,750.00","117,750.00"
ADIN,14.3.2014,250.00,250.00,250.00,250.00,"-0,40",1.000,"250,000.00","250,000.00"
ADIN,14.2.2014,251.00,251.00,251.00,251.00,"0,00",10,"2,510.00","2,510.00"
ADIN,31.1.2014,251.00,251.00,251.00,251.00,"0,40",200,"50,200.00","50,200.00"
ADIN,24.12.2015,345.00,345.00,345.00,345.00,"0,00",10,"3,450.00","3,450.00"
ADIN,25.11.2015,345.00,345.00,345.00,345.00,"18,97",60,"20,700.00","20,700.00"
ADIN,19.11.2015,290.00,290.00,290.00,290.00,"0,00",54,"15,660.00","15,660.00"
ADIN,10.11.2015,290.00,290.00,290.00,290.00,"0,00",200,"58,000.00","58,000.00"
ADIN,05.11.2015,290.00,290.00,290.00,290.00,"7,41",100,"29,000.00","29,000.00"
ADIN,04.11.2015,270.00,270.00,270.00,270.00,"-9,70",1.167,"315,090.00","315,090.00"
ADIN,30.10.2015,299.00,299.00,299.00,299.00,"0,00",50,"14,950.00","14,950.00"
ADIN,28.10.2015,299.00,299.00,299.00,299.00,"-0,33",330,"98,670.00","98,670.00"
ADIN,22.10.2015,300.00,300.00,300.00,300.00,"0,00",446,"133,800.00","133,800.00"
ADIN,05.10.2015,300.00,300.00,300.00,300.00,"13,21",100,"30,000.00","30,000.00"
ADIN,18.8.2015,265.00,265.00,265.00,265.00,"6,00",1.467,"388,755.00","388,755.00"
ADIN,25.6.2015,250.00,250.00,250.00,250.00,"-19,35",576,"144,000.00","144,000.00"
ADIN,14.4.2015,310.00,310.00,310.00,310.00,"-17,33",100,"31,000.00","31,000.00"
ADIN,25.3.2015,375.00,375.00,375.00,375.00,"2,18",5,"1,875.00","1,875.00"
ADIN,13.2.2015,367.00,367.00,367.00,367.00,"0,00",50,"18,350.00","18,350.00"
ADIN,03.2.2015,367.00,367.00,367.00,367.00,"0,00",396,"145,332.00","145,332.00"
ADIN,02.2.2015,367.00,367.00,367.00,367.00,"0,00",575,"211,025.00","211,025.00"
ADIN,26.1.2015,367.00,367.00,367.00,367.00,"2,80",25,"9,175.00","9,175.00"
ADIN,29.12.2016,665.00,665.00,665.00,665.00,"9,92",50,"33,250.00","33,250.00"
ADIN,26.12.2016,605.00,605.00,605.00,605.00,"0,00",1.599,"967,395.00","967,395.00"
ADIN,21.12.2016,605.00,605.00,605.00,605.00,"10,00",8.428,"5,098,940.00","5,098,940.00"
ADIN,15.12.2016,550.00,550.00,550.00,550.00,"0,00",672,"369,600.00","369,600.00"
ADIN,14.12.2016,550.00,550.00,550.00,550.00,"-8,33",40,"22,000.00","7,986,550.00"
ADIN,18.11.2016,600.00,600.00,600.00,600.00,"9,09",100,"60,000.00","60,000.00"
ADIN,15.11.2016,550.00,550.00,550.00,550.00,"0,00",90,"49,500.00","49,500.00"
ADIN,14.11.2016,550.00,550.00,550.00,550.00,"10,00",100,"55,000.00","55,000.00"
ADIN,09.11.2016,500.00,500.00,500.00,500.00,"0,00",200,"100,000.00","100,000.00"
ADIN,02.11.2016,500.00,500.00,500.00,500.00,"1,01",200,"100,000.00","100,000.00"
ADIN,01.11.2016,495.00,495.00,495.00,495.00,"2,91",199,"98,505.00","98,505.00"
ADIN,31.10.2016,481.00,481.00,481.00,481.00,"3,22",160,"76,960.00","76,960.00"
ADIN,26.10.2016,466.00,466.00,466.00,466.00,"2,87",5,"2,330.00","2,330.00"
ADIN,21.10.2016,453.00,453.00,453.00,453.00,"9,95",1.500,"679,500.00","679,500.00"
ADIN,19.10.2016,412.00,412.00,412.00,412.00,"3,00",356,"146,672.00","146,672.00"
ADIN,06.10.2016,400.00,400.00,400.00,400.00,"3,90",196,"78,400.00","78,400.00"
ADIN,05.10.2016,385.00,385.00,385.00,385.00,"0,00",1.258,"484,330.00","484,330.00"
ADIN,06.9.2016,385.00,385.00,385.00,385.00,"0,00",25,"9,625.00","9,625.00"
ADIN,01.9.2016,385.00,385.00,385.00,385.00,"10,00",20,"7,700.00","7,700.00"
ADIN,25.8.2016,350.00,350.00,350.00,350.00,"9,38",35,"12,250.00","12,250.00"
ADIN,23.8.2016,320.00,320.00,320.00,320.00,"-2,88",20,"6,400.00","6,400.00"
ADIN,15.8.2016,330.00,330.00,329.00,329.49,"0,15",226,"74,464.00","74,464.00"
ADIN,10.8.2016,329.00,329.00,329.00,329.00,"6,13",100,"32,900.00","32,900.00"
ADIN,08.8.2016,310.00,310.00,310.00,310.00,"1,04",80,"24,800.00","24,800.00"
ADIN,05.8.2016,310.00,310.00,306.00,306.80,"3,03",500,"153,400.00","153,400.00"
ADIN,23.6.2016,300.00,300.00,280.00,297.78,"-0,74",180,"53,600.00","53,600.00"
ADIN,03.6.2016,300.00,300.00,300.00,300.00,"0,00",100,"30,000.00","30,000.00"
ADIN,01.6.2016,300.00,300.00,300.00,300.00,"-0,33",350,"105,000.00","105,000.00"
ADIN,31.5.2016,301.00,301.00,301.00,301.00,"0,33",110,"33,110.00","33,110.00"
ADIN,23.5.2016,300.00,300.00,300.00,300.00,"0,33",1.157,"347,100.00","347,100.00"
ADIN,18.5.2016,299.00,299.00,299.00,299.00,"-0,33",200,"59,800.00","59,800.00"
ADIN,05.5.2016,300.00,300.00,300.00,300.00,"0,33",70,"21,000.00","21,000.00"
ADIN,03.5.2016,299.00,299.00,299.00,299.00,"-0,33",500,"149,500.00","149,500.00"
ADIN,05.4.2016,300.00,300.00,300.00,300.00,"0,00",750,"225,000.00","225,000.00"
ADIN,01.4.2016,300.00,300.00,300.00,300.00,"-7,69",1.150,"345,000.00","345,000.00"
ADIN,31.3.2016,325.00,325.00,325.00,325.00,"-2,99",1.115,"362,375.00","362,375.00"
ADIN,22.3.2016,335.00,335.00,335.00,335.00,"-0,89",30,"10,050.00","10,050.00"
ADIN,15.3.2016,338.00,338.00,338.00,338.00,"-0,29",30,"10,140.00","10,140.00"
ADIN,11.3.2016,339.00,339.00,339.00,339.00,"-0,29",41,"13,899.00","13,899.00"
ADIN,09.3.2016,340.00,340.00,340.00,340.00,"9,32",90,"30,600.00","30,600.00"
ADIN,04.3.2016,311.00,311.00,311.00,311.00,"-9,86",50,"15,550.00","15,550.00"
ADIN,05.1.2016,345.00,345.00,345.00,345.00,"0,00",50,"17,250.00","17,250.00"
ADIN,24.11.2017,534.00,534.00,534.00,534.00,"-1,11",200,"106,800.00","106,800.00"
ADIN,21.11.2017,540.00,540.00,540.00,540.00,"-1,82",120,"64,800.00","64,800.00"
ADIN,20.11.2017,550.00,550.00,550.00,550.00,"0,00",350,"192,500.00","192,500.00"
ADIN,16.11.2017,550.00,550.00,550.00,550.00,"-2,83",10,"5,500.00","5,500.00"
ADIN,07.11.2017,566.00,566.00,566.00,566.00,"2,91",600,"339,600.00","339,600.00"
ADIN,02.11.2017,550.00,550.00,550.00,550.00,"0,00",30,"16,500.00","16,500.00"
ADIN,27.10.2017,550.00,550.00,550.00,550.00,"-16,54",500,"275,000.00","275,000.00"
ADIN,07.9.2017,659.00,659.00,659.00,659.00,"-3,09",100,"65,900.00","65,900.00"
ADIN,27.4.2017,680.00,680.00,680.00,680.00,"0,00",1.288,"875,840.00","875,840.00"
ADIN,25.4.2017,680.00,680.00,680.00,680.00,"6,25",18.308,"12,449,440.00","12,449,440.00"
ADIN,19.4.2017,640.00,640.00,640.00,640.00,"6,49",666,"426,240.00","426,240.00"
ADIN,07.4.2017,601.00,601.00,601.00,601.00,"-6,09",10,"6,010.00","6,010.00"
ADIN,04.4.2017,640.00,640.00,640.00,640.00,"0,16",1.000,"640,000.00","640,000.00"
ADIN,29.3.2017,639.00,639.00,639.00,639.00,"-8,71",127,"81,153.00","81,153.00"
ADIN,27.3.2017,700.00,700.00,700.00,700.00,"9,55",5,"3,500.00","3,500.00"
ADIN,23.3.2017,639.00,639.00,639.00,639.00,"-2,74",5,"3,195.00","3,195.00"
ADIN,13.3.2017,657.00,657.00,657.00,657.00,"-10,00",15,"9,855.00","9,855.00"
ADIN,07.3.2017,730.00,730.00,730.00,730.00,"5,42",155,"113,150.00","113,150.00"
ADIN,06.3.2017,730.00,730.00,630.00,692.50,"0,95",40,"27,700.00","27,700.00"
ADIN,01.3.2017,686.00,686.00,686.00,686.00,"-2,97",490,"336,140.00","336,140.00"
ADIN,28.2.2017,707.00,707.00,707.00,707.00,"0,00",30,"21,210.00","21,210.00"
ADIN,24.2.2017,707.00,707.00,707.00,707.00,"-2,88",20,"14,140.00","14,140.00"
ADIN,17.2.2017,728.00,728.00,728.00,728.00,"-2,93",30,"21,840.00","21,840.00"
ADIN,16.2.2017,750.00,750.00,750.00,750.00,"2,60",60,"45,000.00","45,000.00"
ADIN,15.2.2017,731.00,731.00,731.00,731.00,"0,00",40,"29,240.00","29,240.00"
ADIN,10.2.2017,731.00,0.00,0.00,731.00,"0,00",0,0.00,"1,583,346.00"
ADIN,03.1.2017,731.00,731.00,731.00,731.00,"9,92",40,"29,240.00","29,240.00"
ADIN,26.12.2018,660.00,660.00,660.00,660.00,"0,00",50,"33,000.00","33,000.00"
ADIN,18.12.2018,660.00,660.00,660.00,660.00,"-5,71",400,"264,000.00","264,000.00"
ADIN,29.11.2018,700.00,700.00,700.00,700.00,"0,00",80,"56,000.00","56,000.00"
ADIN,28.11.2018,700.00,700.00,700.00,700.00,"13,27",270,"189,000.00","189,000.00"
ADIN,01.11.2018,618.00,618.00,618.00,618.00,"10,36",360,"222,480.00","222,480.00"
ADIN,24.9.2018,560.00,560.00,560.00,560.00,"0,00",15,"8,400.00","8,400.00"
ADIN,20.9.2018,560.00,560.00,560.00,560.00,"0,54",500,"280,000.00","280,000.00"
ADIN,17.9.2018,557.00,557.00,557.00,557.00,"-2,96",360,"200,520.00","200,520.00"
ADIN,23.8.2018,574.00,574.00,574.00,574.00,"2,87",500,"287,000.00","287,000.00"
ADIN,16.8.2018,558.00,558.00,558.00,558.00,"0,00",320,"178,560.00","178,560.00"
ADIN,25.7.2018,558.00,558.00,558.00,558.00,"13,88",105,"58,590.00","58,590.00"
ADIN,07.3.2018,490.00,490.00,490.00,490.00,"0,00",50,"24,500.00","24,500.00"
ADIN,14.2.2018,490.00,490.00,490.00,490.00,"0,00",200,"98,000.00","98,000.00"
ADIN,29.1.2018,490.00,490.00,490.00,490.00,"-5,41",110,"53,900.00","53,900.00"
ADIN,04.1.2018,518.00,518.00,518.00,518.00,"-3,00",350,"181,300.00","181,300.00"
ADIN,19.9.2019,660.00,660.00,660.00,660.00,"-2,80",300,"198,000.00","198,000.00"
ADIN,03.9.2019,679.00,679.00,679.00,679.00,"2,88",115,"78,085.00","78,085.00"
ADIN,27.8.2019,660.00,660.00,660.00,660.00,"6,45",2.940,"1,940,400.00","1,940,400.00"
ADIN,14.8.2019,620.00,620.00,620.00,620.00,"0,00",100,"62,000.00","62,000.00"
ADIN,08.8.2019,620.00,620.00,620.00,620.00,"-8,69",1.504,"932,480.00","932,480.00"
ADIN,21.6.2019,679.00,679.00,679.00,679.00,"-3,00",400,"271,600.00","271,600.00"
ADIN,29.5.2019,700.00,700.00,700.00,700.00,"8,02",885,"619,500.00","619,500.00"
ADIN,19.4.2019,648.00,648.00,648.00,648.00,"0,00",20,"12,960.00","12,960.00"
ADIN,17.4.2019,648.00,648.00,648.00,648.00,"-6,22",150,"97,200.00","97,200.00"
ADIN,22.3.2019,691.00,691.00,691.00,691.00,"0,00",100,"69,100.00","69,100.00"
ADIN,04.3.2019,691.00,691.00,691.00,691.00,"4,70",380,"262,580.00","262,580.00"
ADIN,14.2.2019,660.00,660.00,660.00,660.00,"0,00",1.000,"660,000.00","660,000.00"
ADIN,14.12.2020,679.00,679.00,679.00,679.00,"-3,00",25,"16,975.00","16,975.00"
ADIN,26.11.2020,700.00,700.00,700.00,700.00,"0,00",70,"49,000.00","49,000.00"
ADIN,24.11.2020,700.00,700.00,700.00,700.00,"0,14",360,"252,000.00","252,000.00"
ADIN,23.11.2020,699.00,699.00,699.00,699.00,"-0,14",200,"139,800.00","139,800.00"
ADIN,18.11.2020,700.00,700.00,700.00,700.00,"0,00",340,"238,000.00","238,000.00"
ADIN,16.11.2020,700.00,700.00,700.00,700.00,"0,00",300,"210,000.00","210,000.00"
ADIN,13.11.2020,700.00,700.00,700.00,700.00,"5,11",185,"129,500.00","129,500.00"
ADIN,12.11.2020,666.00,666.00,666.00,666.00,"7,77",15,"9,990.00","9,990.00"
ADIN,05.8.2020,618.00,618.00,618.00,618.00,"0,00",2.400,"1,483,200.00","1,483,200.00"
ADIN,30.7.2020,618.00,618.00,618.00,618.00,"0,00",200,"123,600.00","123,600.00"
ADIN,06.7.2020,618.00,618.00,618.00,618.00,"0,00",100,"61,800.00","61,800.00"
ADIN,02.7.2020,618.00,618.00,618.00,618.00,"0,00",150,"92,700.00","92,700.00"
ADIN,30.6.2020,618.00,618.00,618.00,618.00,"3,00",1.000,"618,000.00","618,000.00"
ADIN,29.6.2020,600.00,600.00,600.00,600.00,"-9,09",300,"180,000.00","180,000.00"
ADIN,17.11.2021,700.00,700.00,700.00,700.00,"0,00",50,"35,000.00","35,000.00"
ADIN,27.10.2021,700.00,700.00,700.00,700.00,"0,00",61,"42,700.00","42,700.00"
ADIN,22.10.2021,700.00,700.00,700.00,700.00,"0,00",30,"21,000.00","21,000.00"
ADIN,27.9.2021,700.00,700.00,700.00,700.00,"2,79",61,"42,700.00","42,700.00"
ADIN,21.9.2021,681.00,681.00,681.00,681.00,"4,45",50,"34,050.00","34,050.00"
ADIN,27.7.2021,652.00,652.00,652.00,652.00,"-1,36",50,"32,600.00","32,600.00"
ADIN,30.6.2021,661.00,661.00,661.00,661.00,"4,42",50,"33,050.00","33,050.00"
ADIN,14.5.2021,633.00,633.00,633.00,633.00,"-15,60",100,"63,300.00","63,300.00"
ADIN,05.5.2021,750.00,750.00,750.00,750.00,"0,00",50,"37,500.00","37,500.00"
ADIN,28.4.2021,750.00,750.00,750.00,750.00,"0,00",120,"90,000.00","90,000.00"
ADIN,23.4.2021,750.00,750.00,750.00,750.00,"0,00",50,"37,500.00","37,500.00"
ADIN,25.3.2021,750.00,750.00,750.00,750.00,"0,00",450,"337,500.00","337,500.00"
ADIN,12.3.2021,750.00,750.00,750.00,750.00,"0,00",50,"37,500.00","37,500.00"
ADIN,01.3.2021,750.00,750.00,750.00,750.00,"2,60",170,"127,500.00","127,500.00"
ADIN,23.2.2021,731.00,731.00,731.00,731.00,"4,28",168,"122,808.00","122,808.00"
ADIN,16.2.2021,701.00,701.00,701.00,701.00,"1,59",50,"35,050.00","35,050.00"
ADIN,21.1.2021,690.00,690.00,690.00,690.00,"0,00",129,"89,010.00","89,010.00"
ADIN,20.1.2021,690.00,690.00,690.00,690.00,"0,00",129,"89,010.00","89,010.00"
ADIN,18.1.2021,690.00,690.00,690.00,690.00,"1,62",40,"27,600.00","27,600.00"
ADIN,05.1.2021,679.00,679.00,679.00,679.00,"0,00",22,"14,938.00","14,938.00"
ADIN,23.12.2022,840.00,840.00,840.00,840.00,"2,94",120,"100,800.00","100,800.00"
ADIN,16.12.2022,816.00,816.00,816.00,816.00,"0,12",400,"326,400.00","326,400.00"
ADIN,23.11.2022,815.00,815.00,815.00,815.00,"0,00",200,"163,000.00","163,000.00"
ADIN,22.7.2022,815.00,815.00,815.00,815.00,"1,24",10,"8,150.00","8,150.00"
ADIN,31.5.2022,805.00,805.00,805.00,805.00,"2,94",50,"40,250.00","40,250.00"
ADIN,30.5.2022,782.00,0.00,0.00,782.00,"0,00",0,0.00,"8,616,168.00"
ADIN,12.5.2022,782.00,782.00,782.00,782.00,"2,89",10,"7,820.00","7,820.00"
ADIN,18.3.2022,760.00,760.00,760.00,760.00,"1,20",550,"418,000.00","418,000.00"
ADIN,16.3.2022,751.00,751.00,751.00,751.00,"0,13",1.100,"826,100.00","826,100.00"
ADIN,07.3.2022,750.00,750.00,750.00,750.00,"0,00",100,"75,000.00","75,000.00"
ADIN,24.2.2022,750.00,750.00,750.00,750.00,"2,46",120,"90,000.00","90,000.00"
ADIN,21.2.2022,732.00,732.00,732.00,732.00,"2,95",30,"21,960.00","21,960.00"
ADIN,17.1.2022,711.00,711.00,711.00,711.00,"0,99",30,"21,330.00","21,330.00"
ADIN,13.1.2022,704.00,704.00,704.00,704.00,"0,57",25,"17,600.00","17,600.00"
ADIN,19.12.2023,"1,000.00","1,000.00","1,000.00","1,000.00","0,00",100,"100,000.00","100,000.00"
ADIN,29.11.2023,"1,000.00","1,000.00","1,000.00","1,000.00","0,00",600,"600,000.00","600,000.00"
ADIN,13.11.2023,"1,000.00","1,000.00","1,000.00","1,000.00","0,00",260,"260,000.00","260,000.00"
ADIN,09.11.2023,"1,000.00","1,000.00","1,000.00","1,000.00","0,00",200,"200,000.00","200,000.00"
ADIN,05.10.2023,"1,000.00","1,000.00","1,000.00","1,000.00","15,61",100,"100,000.00","100,000.00"
ADIN,11.7.2023,865.00,865.00,865.00,865.00,"1,76",70,"60,550.00","60,550.00"
ADIN,06.7.2023,850.00,850.00,850.00,850.00,"17,73",100,"85,000.00","85,000.00"
ADIN,08.5.2023,722.00,0.00,0.00,722.00,"0,00",0,0.00,"6,802,504.00"
ADIN,21.10.2024,"1,650.00","1,650.00","1,650.00","1,650.00","-2,94",208,"343,200.00","343,200.00"
ADIN,18.10.2024,"1,700.00","1,700.00","1,700.00","1,700.00","0,00",2,"3,400.00","3,400.00"
ADIN,10.10.2024,"1,700.00","1,700.00","1,700.00","1,700.00","-2,86",200,"340,000.00","340,000.00"
ADIN,09.10.2024,"1,750.00","1,750.00","1,750.00","1,750.00","-2,78",16,"28,000.00","28,000.00"
ADIN,02.10.2024,"1,800.00","1,800.00","1,800.00","1,800.00","0,00",100,"180,000.00","180,000.00"
ADIN,24.9.2024,"1,800.00","1,800.00","1,800.00","1,800.00","0,00",16,"28,800.00","28,800.00"
ADIN,23.9.2024,"1,800.00","1,800.00","1,800.00","1,800.00","1,69",94,"169,200.00","169,200.00"
ADIN,20.9.2024,"1,770.00","1,770.00","1,770.00","1,770.00","4,12",135,"238,950.00","238,950.00"
ADIN,19.9.2024,"1,700.00","1,700.00","1,700.00","1,700.00","3,28",200,"340,000.00","340,000.00"
ADIN,18.9.2024,"1,646.00","1,646.00","1,646.00","1,646.00","0,00",10,"16,460.00","16,460.00"
ADIN,17.9.2024,"1,646.00","1,646.00","1,646.00","1,646.00","0,00",265,"436,190.00","436,190.00"
ADIN,13.9.2024,"1,646.00","1,646.00","1,646.00","1,646.00","2,88",120,"197,520.00","197,520.00"
ADIN,26.8.2024,"1,600.00","1,600.00","1,600.00","1,600.00","-0,62",150,"240,000.00","240,000.00"
ADIN,23.8.2024,"1,610.00","1,610.00","1,610.00","1,610.00","-2,37",83,"133,630.00","133,630.00"
ADIN,14.8.2024,"1,649.00","1,649.00","1,649.00","1,649.00","9,57",15,"24,735.00","24,735.00"
ADIN,13.8.2024,"1,505.00","1,505.00","1,505.00","1,505.00","0,33",100,"150,500.00","150,500.00"
ADIN,07.8.2024,"1,500.00","1,500.00","1,500.00","1,500.00","0,00",200,"300,000.00","300,000.00"
ADIN,30.7.2024,"1,500.00","1,500.00","1,500.00","1,500.00","0,00",240,"360,000.00","360,000.00"
ADIN,29.7.2024,"1,500.00","1,500.00","1,500.00","1,500.00","0,00",600,"900,000.00","900,000.00"
ADIN,12.7.2024,"1,500.00","1,500.00","1,500.00","1,500.00","0,00",368,"552,000.00","552,000.00"
ADIN,10.7.2024,"1,500.00","1,500.00","1,500.00","1,500.00","-6,25",600,"900,000.00","900,000.00"
ADIN,27.6.2024,"1,600.00","1,600.00","1,600.00","1,600.00","-5,33",200,"320,000.00","320,000.00"
ADIN,29.5.2024,"1,690.00","1,690.00","1,690.00","1,690.00","0,12",50,"84,500.00","84,500.00"
ADIN,17.5.2024,"1,688.00","1,688.00","1,688.00","1,688.00","-0,53",76,"128,288.00","128,288.00"
ADIN,14.5.2024,"1,697.00","1,697.00","1,697.00","1,697.00","41,42",50,"84,850.00","84,850.00"
ADIN,05.2.2024,"1,200.00","1,200.00","1,200.00","1,200.00","0,00",153,"183,600.00","183,600.00"
ADIN,31.1.2024,"1,200.00","1,200.00","1,200.00","1,200.00","20,00",295,"354,000.00","354,000.00"
ALK,30.12.2014,"5,100.00","5,100.00","5,070.00","5,087.79","0,75",68,"345,970.00","345,970.00"
ALK,29.12.2014,"5,050.00","5,050.00","5,049.00","5,049.86","0,00",820,"4,140,886.00","4,140,886.00"
ALK,26.12.2014,"5,050.00","5,050.00","5,050.00","5,050.00","0,42",6,"30,300.00","30,300.00"
ALK,25.12.2014,"5,030.00","5,030.00","5,020.00","5,029.05","0,58",644,"3,238,705.00","3,238,705.00"
ALK,24.12.2014,"5,000.00","5,000.00","5,000.00","5,000.00","-0,49",514,"2,570,000.00","2,570,000.00"
ALK,23.12.2014,"5,001.00","5,030.00","5,000.00","5,024.83","0,04",544,"2,733,505.00","2,733,505.00"
ALK,22.12.2014,"5,000.00","5,030.00","5,000.00","5,022.78","0,36",45,"226,025.00","226,025.00"
ALK,19.12.2014,"5,005.00","5,005.00","5,005.00","5,005.00","-0,43",314,"1,571,570.00","1,571,570.00"
ALK,18.12.2014,"5,005.00","5,030.00","5,005.00","5,026.74","0,18",230,"1,156,150.00","1,156,150.00"
ALK,17.12.2014,"5,005.00","5,030.00","5,002.00","5,017.70","0,32",200,"1,003,540.00","1,003,540.00"
ALK,16.12.2014,"5,002.00","5,002.00","5,001.00","5,001.74","0,03",38,"190,066.00","190,066.00"
ALK,15.12.2014,"5,000.00","5,000.00","5,000.00","5,000.00","-0,96",103,"515,000.00","515,000.00"
ALK,12.12.2014,"5,050.00","5,050.00","5,000.00","5,048.67","0,97",375,"1,893,250.00","1,893,250.00"
ALK,11.12.2014,"5,000.00","5,000.00","5,000.00","5,000.00","0,00",48,"240,000.00","240,000.00"
ALK,10.12.2014,"5,000.00","5,001.00","5,000.00","5,000.24","-0,02",393,"1,965,093.00","1,965,093.00"
ALK,09.12.2014,"5,001.00","5,001.00","5,001.00","5,001.00","-0,99",10,"50,010.00","50,010.00"
ALK,05.12.2014,"5,051.00","5,051.00","5,051.00","5,051.00","-0,91",55,"277,805.00","277,805.00"
ALK,04.12.2014,"5,150.00","5,150.00","5,050.00","5,097.37","-1,16",19,"96,850.00","96,850.00"
ALK,02.12.2014,"5,050.00","5,200.00","5,050.00","5,157.34","-0,84",148,"763,286.00","763,286.00"
ALK,01.12.2014,"5,140.00","5,210.00","5,138.00","5,200.80","1,30",163,"847,730.00","847,730.00"
ALK,28.11.2014,"5,138.00","5,138.00","5,000.00","5,134.23","2,91",1.311,"6,730,976.00","6,730,976.00"
ALK,27.11.2014,"5,000.00","5,000.00","4,950.00","4,989.15","0,77",259,"1,292,190.00","1,292,190.00"
ALK,26.11.2014,"4,950.00","4,951.00","4,950.00","4,950.88","0,01",17,"84,165.00","84,165.00"
ALK,25.11.2014,"4,950.00","4,962.00","4,950.00","4,950.24","-0,68",101,"499,974.00","499,974.00"
ALK,24.11.2014,"4,910.00","4,999.00","4,910.00","4,984.17","-0,82",12,"59,810.00","59,810.00"
ALK,21.11.2014,"5,000.00","5,030.00","5,000.00","5,025.31","0,51",1.586,"7,970,141.00","7,970,141.00"
ALK,20.11.2014,"5,000.00","5,000.00","5,000.00","5,000.00","0,00",132,"660,000.00","660,000.00"
ALK,19.11.2014,"5,002.00","5,002.00","5,000.00","5,000.07","0,17",305,"1,525,020.00","1,525,020.00"
ALK,18.11.2014,"5,000.00","5,000.00","4,862.00","4,991.55","2,02",1.388,"6,928,265.00","6,928,265.00"
ALK,17.11.2014,"4,900.00","4,900.00","4,861.00","4,892.84","-0,31",143,"699,676.00","699,676.00"
ALK,14.11.2014,"4,949.00","4,949.00","4,860.00","4,908.29","1,07",35,"171,790.00","171,790.00"
ALK,13.11.2014,"4,860.00","4,860.00","4,850.00","4,856.25","-0,64",8,"38,850.00","38,850.00"
ALK,12.11.2014,"4,900.00","4,900.00","4,850.00","4,887.66","1,06",314,"1,534,725.00","1,534,725.00"
ALK,11.11.2014,"4,850.00","4,852.00","4,800.00","4,836.46","-0,36",242,"1,170,424.00","1,170,424.00"
ALK,10.11.2014,"4,850.00","4,861.00","4,850.00","4,853.88","-0,08",123,"597,027.00","597,027.00"
ALK,07.11.2014,"4,850.00","4,900.00","4,850.00","4,857.92","1,21",130,"631,530.00","631,530.00"
ALK,06.11.2014,"4,800.00","4,800.00","4,800.00","4,800.00","0,00",161,"772,800.00","772,800.00"
ALK,05.11.2014,"4,800.00","4,800.00","4,800.00","4,800.00","-1,22",104,"499,200.00","499,200.00"
ALK,04.11.2014,"4,800.00","4,900.00","4,800.00","4,859.45","-0,83",136,"660,885.00","660,885.00"
ALK,03.11.2014,"4,900.00","4,900.00","4,900.00","4,900.00","0,00",62,"303,800.00","303,800.00"
ALK,31.10.2014,"4,900.00","4,900.00","4,900.00","4,900.00","-0,19",315,"1,543,500.00","1,543,500.00"
ALK,30.10.2014,"4,900.00","4,950.00","4,900.00","4,909.55","0,19",55,"270,025.00","270,025.00"
ALK,29.10.2014,"4,900.00","4,901.00","4,900.00","4,900.07","-1,19",592,"2,900,843.00","2,900,843.00"
ALK,28.10.2014,"4,900.00","5,000.00","4,900.00","4,959.30","-0,70",370,"1,834,940.00","1,834,940.00"
ALK,27.10.2014,"4,900.00","5,044.00","4,900.00","4,994.46","1,98",628,"3,136,520.00","6,348,196.00"
ALK,24.10.2014,"4,900.00","4,900.00","4,851.00","4,897.26","1,33",613,"3,002,018.00","3,002,018.00"
ALK,22.10.2014,"4,850.00","4,850.00","4,750.00","4,832.90","2,06",155,"749,100.00","749,100.00"
ALK,21.10.2014,"4,750.00","4,750.00","4,701.00","4,735.28","0,74",141,"667,675.00","667,675.00"
ALK,20.10.2014,"4,701.00","4,701.00","4,700.00","4,700.48","0,01",46,"216,222.00","216,222.00"
ALK,17.10.2014,"4,700.00","4,700.00","4,699.00","4,699.82","0,34",146,"686,174.00","686,174.00"
ALK,16.10.2014,"4,700.00","4,700.00","4,650.00","4,684.06","1,08",72,"337,252.00","337,252.00"
ALK,15.10.2014,"4,700.00","4,700.00","4,615.00","4,633.80","0,47",30,"139,014.00","139,014.00"
ALK,14.10.2014,"4,650.00","4,650.00","4,601.00","4,611.91","0,15",114,"525,758.00","525,758.00"
ALK,13.10.2014,"4,610.00","4,610.00","4,600.00","4,605.00","0,07",43,"198,015.00","198,015.00"
ALK,10.10.2014,"4,610.00","4,610.00","4,600.00","4,601.82","0,04",22,"101,240.00","101,240.00"
ALK,09.10.2014,"4,601.00","4,601.00","4,600.00","4,600.11","0,16",569,"2,617,460.00","2,617,460.00"
ALK,08.10.2014,"4,600.00","4,600.00","4,550.00","4,592.77","0,97",705,"3,237,900.00","3,237,900.00"
